"","stType","gender","X","ID","boostId","time.s.","startTime","endTime","points","subDate.resp","TCLE","dfs.i10","dfs.i20","dfs.i4","dfs.i21","dfs.i32","dfs.i24","dfs.i7","dfs.i17","dfs.i36","pre.c1","pre.c2","pre.c3","pre.c4","pre.c5","pre.c6","subDate.pos","fss.i4","fss.i7","fss.i10","fss.i11","fss.i17","fss.i21","fss.i24","fss.i27","fss.i32","pos.c1","pos.c2","pos.c3","pos.c4","pos.c5","pos.c6","etnia","economic.class","city","edLevel","inBoost","inThreat","notInTreatAndNotInBoost","condicao","dfs","fss","autoeficacia.pre","autoeficacia.pos","std.points"
"120","stMale","Masculino",79,"p79","male4enem",142.624,1619804411764,1619804554388,4,"2021-04-30 14:40:23","Aceito",4,2,4,4,4,4,5,5,5,8,8,8,6,6,7,"2021-04-30 14:48:44",2,5,2,3,3,2,3,4,2,8,7,6,8,6,4,"Branco","Classe Média","Carpi","3º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",4.11111111111111,2.88888888888889,7.16666666666667,6.5,-4.35889894354067
"121","stMale","Masculino",85,"p85","male4enem",190.357,1620148061477,1620148251834,11,"2021-05-04 14:07:41","Aceito",3,2,5,5,5,2,1,5,1,8,8,1,5,3,6,"2021-05-04 14:12:41",5,5,5,5,5,5,5,5,5,8,8,8,8,8,6,"Branco","Classe Alta","lagoa do carro","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.22222222222222,5,5.16666666666667,7.66666666666667,-3.16227766016838
"122","stMale","Masculino",86,"p86","male4stem",455.27,1620151227284,1620151682554,11,"2021-05-04 15:00:26","Aceito",4,3,4,5,3,4,4,3,5,7,8,8,6,8,6,"2021-05-04 15:13:36",5,5,4,5,5,4,5,5,5,8,8,8,8,8,8,"Indíge","Classe Média","zaré da Mata","2º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.88888888888889,4.77777777777778,7.16666666666667,8,-3.16227766016838
"123","stMale","Masculino",88,"p88","male4enem",226.415,1620152982481,1620153208896,16,"2021-05-04 15:16:46","Aceito",4,4,4,4,5,3,3,5,4,8,8,8,8,6,6,"2021-05-04 15:37:44",4,3,4,4,4,3,4,3,5,7,7,7,6,5,6,"Branco","Classe Média","Carpi PE","2º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",4,3.77777777777778,7.33333333333333,6.33333333333333,-2.23606797749979
"124","stMale","Masculino",91,"p91","male4enem",323.254,1619828752303,1619829075557,19,"2021-04-30 21:13:28","Aceito",4,2,1,4,4,3,5,5,5,7,7,7,7,7,7,"2021-04-30 21:34:41",3,1,4,3,5,5,1,5,5,7,8,7,7,7,7,"Pardo","Classe Baixa","Carpi","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.66666666666667,3.55555555555556,7,7.16666666666667,-1
"125","stMale","Masculino",92,"p92","male4enem",323.254,1619828752303,1619829075557,19,"2021-04-30 21:03:08","Aceito",4,2,1,4,4,3,5,5,5,7,7,7,7,7,7,"2021-04-30 21:34:41",3,1,4,3,5,5,1,5,5,7,8,7,7,7,7,"Pardo","Classe Baixa","Carpi","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.66666666666667,3.55555555555556,7,7.16666666666667,-1
"126","stMale","Masculino",93,"p93","male4enem",323.254,1619828752303,1619829075557,19,"2021-04-30 21:09:15","Aceito",4,2,1,4,4,3,5,5,5,7,7,7,7,7,7,"2021-04-30 21:34:41",3,1,4,3,5,5,1,5,5,7,8,7,7,7,7,"Pardo","Classe Baixa","Carpi","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.66666666666667,3.55555555555556,7,7.16666666666667,-1
"127","stMale","Masculino",94,"p94","male4enem",323.254,1619828752303,1619829075557,19,"2021-04-30 21:00:28","Aceito",4,2,1,4,4,3,5,5,5,7,7,7,7,7,7,"2021-04-30 21:34:41",3,1,4,3,5,5,1,5,5,7,8,7,7,7,7,"Pardo","Classe Baixa","Carpi","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.66666666666667,3.55555555555556,7,7.16666666666667,-1
"128","stMale","Masculino",95,"p95","male4enem",323.254,1619828752303,1619829075557,19,"2021-04-30 21:26:04","Aceito",4,2,1,4,4,3,5,5,5,7,7,7,7,7,7,"2021-04-30 21:34:41",3,1,4,3,5,5,1,5,5,7,8,7,7,7,7,"Pardo","Classe Baixa","Carpi","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.66666666666667,3.55555555555556,7,7.16666666666667,-1
"129","stMale","Masculino",96,"p96","male4enem",323.254,1619828752303,1619829075557,19,"2021-04-30 21:02:48","Aceito",4,2,1,4,4,3,5,5,5,7,7,7,7,7,7,"2021-04-30 21:34:41",3,1,4,3,5,5,1,5,5,7,8,7,7,7,7,"Pardo","Classe Baixa","Carpi","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.66666666666667,3.55555555555556,7,7.16666666666667,-1
"130","stMale","Masculino",97,"p97","male4enem",323.254,1619828752303,1619829075557,19,"2021-04-30 21:10:29","Aceito",4,2,1,4,4,3,5,5,5,7,7,7,7,7,7,"2021-04-30 21:34:41",3,1,4,3,5,5,1,5,5,7,8,7,7,7,7,"Pardo","Classe Baixa","Carpi","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.66666666666667,3.55555555555556,7,7.16666666666667,-1
"131","stMale","Masculino",100,"p100","male4enem",142.432,1620147294890,1620147437322,18,"2021-05-04 13:50:38","Aceito",4,2,2,5,5,1,1,5,5,7,7,7,7,7,7,"2021-05-04 13:58:53",3,1,4,1,5,5,1,1,5,7,7,7,7,7,7,"Pardo","Classe Baixa","Carpi","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.33333333333333,2.88888888888889,7,7,-1.73205080756888
"132","stMale","Masculino",101,"p101","male4stem",152.627,1620147359482,1620147512109,4,"2021-05-04 13:55:57","Aceito",4,1,1,5,4,2,2,1,5,8,8,8,8,1,8,"2021-05-04 14:03:18",3,5,2,1,1,3,3,5,4,8,8,8,8,8,8,"Branco","Classe Baixa","Carpi PE","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",2.77777777777778,3,6.83333333333333,8,-4.12310562561766
"133","stMale","Masculino",102,"p102","male4tpe",758.952,1619804723327,1619805482279,18,"2021-04-30 14:43:51","Aceito",3,3,4,5,4,3,3,3,2,8,8,8,8,8,8,"2021-04-30 15:12:22",5,5,5,4,5,4,5,4,5,8,8,8,8,6,7,"Pardo","Classe Baixa","Lagoa Do Itaenga","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.33333333333333,4.66666666666667,8,7.5,-1.73205080756888
"134","stMale","Masculino",104,"p104","male4tpe",399.878,1619721789039,1619722188917,12,"2021-04-29 15:43:09","Aceito",3,3,4,2,3,3,2,5,5,7,5,8,8,5,5,"2021-04-29 15:55:15",5,3,3,3,5,4,4,2,4,8,8,8,8,1,8,"Pardo","Classe Média","Paudalho","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.33333333333333,3.66666666666667,6.33333333333333,6.83333333333333,-3
"135","stMale","Masculino",110,"p110","male4tpe",536.301,1619804542557,1619805078858,15,"2021-04-30 14:42:33","Aceito",4,3,2,3,3,1,1,5,3,7,7,7,6,5,3,"2021-04-30 14:58:06",4,1,3,5,5,4,4,5,3,8,4,8,8,4,4,"Pardo","Classe Baixa","Araçoiaba","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",2.77777777777778,3.77777777777778,5.83333333333333,6,-2.44948974278318
"136","stMale","Masculino",111,"p111","male4tpe",536.301,1619804542557,1619805078858,15,"2021-04-30 14:39:44","Aceito",4,3,2,3,3,1,1,5,3,7,7,7,6,5,3,"2021-04-30 14:58:06",4,1,3,5,5,4,4,5,3,8,4,8,8,4,4,"Pardo","Classe Baixa","Araçoiaba","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",2.77777777777778,3.77777777777778,5.83333333333333,6,-2.44948974278318
"137","stMale","Masculino",121,"p121","male4stem",478.216,1620147110614,1620147588830,12,"2021-05-04 13:51:46","Aceito",4,2,4,4,3,4,4,4,4,8,8,8,8,8,8,"2021-05-04 14:01:05",5,4,5,5,5,5,5,5,5,8,8,8,8,8,8,"Pardo","Classe Média","Lagoa de Itaenga","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.66666666666667,4.88888888888889,8,8,-3
"138","stMale","Masculino",125,"p125","male4tpe",275.092,1619807733897,1619808008989,14,"2021-04-30 15:35:33","Aceito",4,2,3,5,4,4,3,5,5,8,8,8,6,3,2,"2021-04-30 15:44:25",4,3,3,4,5,5,4,4,5,8,8,7,8,6,4,"Negro","Classe Média","Tracunhaem","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.88888888888889,4.11111111111111,5.83333333333333,6.83333333333333,-2.64575131106459
"139","stMale","Masculino",126,"p126","male4tpe",275.092,1619807733897,1619808008989,14,"2021-04-30 15:34:29","Aceito",4,2,3,5,4,4,3,5,5,8,8,8,6,3,2,"2021-04-30 15:44:25",4,3,3,4,5,5,4,4,5,8,8,7,8,6,4,"Negro","Classe Média","Tracunhaem","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.88888888888889,4.11111111111111,5.83333333333333,6.83333333333333,-2.64575131106459
"140","stMale","Masculino",134,"p134","male4stem",338.283,1620147325083,1620147663366,10,"2021-05-04 13:55:43","Aceito",3,3,2,2,3,4,2,3,5,7,7,8,6,5,6,"2021-05-04 14:06:14",3,4,2,5,4,4,5,3,4,8,8,6,6,5,5,"Branco","Classe Média","Carpi","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3,3.77777777777778,6.5,6.33333333333333,-3.3166247903554
"141","stMale","Masculino",136,"p136","male4enem",2061.17,1619811583189,1619813644359,19,"2021-04-30 16:39:40","Aceito",4,3,4,4,3,3,4,3,4,7,7,7,7,7,7,"2021-04-30 17:25:07",4,4,4,3,3,4,4,4,3,7,7,7,7,7,7,"Negro","Classe Baixa","Carpi","2º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.55555555555556,3.66666666666667,7,7,-1.4142135623731
"142","stMale","Masculino",142,"p142","male4enem",442.003,1620155306812,1620155748815,13,"2021-05-04 16:03:58","Aceito",4,4,4,5,4,4,5,5,5,8,8,8,8,8,8,"2021-05-04 16:20:03",4,5,4,4,5,5,5,5,5,8,8,8,8,8,8,"Pardo","Classe Média","Carpi PE","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",4.44444444444444,4.66666666666667,8,8,-2.82842712474619
